StartDate,EndDate,Duration (in seconds),Finished,ResponseId,1_T,2_T,3_T,4_T,5_T,6_T,Avg_Colorado,Min_Colorado,1_T,2_T,3_T,4_T,5_T,6_T,Avg_Florida,Min_Florida,workerId,prices_florida,prices_colorado,PaidPrice,EndLoop,DurationLearning,SearchLength,dispersion,manipulated
15/02/2020 17:53,15/02/2020 18:00,448,1,R_b9Fokd09zNOd7mF,,,,,,,,,2,2,1,,,,320,240,A2CHQ1GGZSADAJ,320;360;320;340;380;360;280;300;260;260;340;300;360;280;320;340;320;240;280;340;320;380;300;400;300,280;280;320;320;300;300;340;380;360;280;360;240;320;260;300;400;320;340;360;340;380;320;340;300;260,260,1,153013,3,same,colorado
15/02/2020 17:53,15/02/2020 18:00,415,1,R_2cCyjPIXt37XH2b,,,,,,,,,1,,,,,,85,95,A178ISQ7D8IIUJ,280;400;320;320;340;240;280;320;380;260;300;320;300;300;360;360;360;340;300;320;280;340;340;260;380,460;380;300;180;340;340;300;220;320;360;280;420;320;160;400;360;280;480;200;440;320;500;140;260;240,340,1,49407,1,higher,colorado
15/02/2020 17:53,15/02/2020 18:01,493,1,R_2TAC10yog9M1cBA,,,,,,,,,2,2,1,,,,310,240,AWGV0FJZ1UTJ0,320;300;380;340;260;280;360;320;300;320;360;400;380;280;260;340;360;340;300;300;240;340;320;320;280,300;140;280;200;300;160;480;420;320;320;380;340;220;340;320;400;280;180;440;360;360;460;240;500;260,260,1,130815,3,higher,colorado
15/02/2020 17:55,15/02/2020 18:02,380,1,R_DMNIXHYCTn4zyg1,,,,,,,,,2,2,1,,,,300,140,A1RG62CQTBUGM0,380;280;260;360;300;300;360;320;320;340;320;320;300;360;380;260;340;240;300;320;400;280;340;280;340,300;200;280;300;400;420;360;500;440;260;320;360;220;340;240;460;320;140;180;340;280;320;160;380;480,260,1,117763,3,higher,colorado
15/02/2020 17:59,15/02/2020 18:02,198,1,R_pisveiiVgWYhGSZ,2,1,,,,,375,280,,,,,,,,,AB5QVTNGQHI8J,320;260;360;340;300;340;260;340;360;400;280;340;380;280;320;300;320;320;300;280;240;320;360;300;380,340;340;320;380;360;400;360;280;360;300;320;380;300;240;260;320;280;300;320;260;300;320;340;280;340,320,1,59460,2,same,florida
15/02/2020 17:54,15/02/2020 18:03,585,1,R_3OiP7AmLfnE2dTr,2,2,1,,,,320,240,,,,,,,,,AHMHG8491PRQW,340;300;180;300;460;240;280;220;140;360;200;480;260;500;400;280;160;320;420;320;360;340;440;320;380,300;380;300;320;340;280;260;340;360;260;300;280;360;340;380;280;340;300;320;360;400;240;320;320;320,260,1,167809,3,higher,florida
15/02/2020 17:53,15/02/2020 18:04,688,1,R_1jEfR0Z6Xx9adKk,,,,,,,,,2,2,1,,,,360,260,A2SDZSRUWAD1YN,320;400;300;280;280;240;260;340;300;300;300;320;380;320;260;340;360;340;360;380;340;360;280;320;320,400;320;260;260;360;300;360;320;340;280;320;320;340;380;320;240;380;360;300;300;340;280;340;280;300,260,1,120200,3,same,colorado
15/02/2020 17:53,15/02/2020 18:05,669,1,R_UmB8nHPjeENLm6d,,,,,,,,,1,,,,,,1000,500,A3V78BT8QXH34Z,300;280;340;280;400;260;360;360;380;340;340;300;300;320;300;340;240;360;260;380;320;320;320;280;320,280;340;320;300;400;320;300;340;260;380;280;360;380;260;240;340;320;320;280;340;360;300;360;300;320,340,1,92112,1,same,colorado
15/02/2020 18:01,15/02/2020 18:06,270,1,R_3szcVVx2CmcWxsC,,,,,,,,,2,2,1,,,,294,260,A106MX66IVHW6T,300;380;340;280;340;280;360;300;280;320;340;340;380;400;320;320;320;260;300;360;320;240;360;260;300,300;260;320;340;280;340;360;400;340;300;360;300;380;300;280;320;320;260;380;360;240;320;280;340;320,260,1,71775,3,same,colorado
15/02/2020 17:57,15/02/2020 18:06,540,1,R_2rOBNDXKhakODY4,2,2,1,,,,300,240,,,,,,,,,A146CWC015WELP,340;480;140;440;380;500;400;180;220;360;340;320;420;260;360;460;320;280;300;200;240;320;300;160;280,360;380;280;320;320;340;360;340;260;280;320;300;360;300;300;320;240;320;340;380;340;400;260;300;280,260,1,94445,3,higher,florida
15/02/2020 18:00,15/02/2020 18:06,311,1,R_O3ck2BrrWJrAf9n,,,,,,,,,1,,,,,,340,320,A1BQRDDC1NZCST,280;240;260;320;380;300;300;360;260;340;340;320;380;340;300;320;320;360;320;360;300;280;340;400;280,320;240;320;280;280;260;400;300;380;340;300;340;260;280;320;320;360;360;300;300;340;340;320;380;360,340,1,124441,1,same,colorado
15/02/2020 18:02,15/02/2020 18:07,326,1,R_1odvvuRELymX2AV,,,,,,,,,2,2,1,,,,300,240,A2GUF7KMIQHA7Y,280;320;320;360;380;260;280;360;320;300;280;300;300;260;340;360;300;340;340;320;380;340;400;240;320,300;500;240;360;260;300;160;400;320;280;180;460;200;280;340;380;220;420;320;140;360;480;340;440;320,260,1,71366,3,higher,colorado
15/02/2020 18:03,15/02/2020 18:07,272,1,R_1CIShJQ8GwzLxGp,2,2,1,,,,320,260,,,,,,,,,A11SWJL3M0TTLA,180;260;200;240;500;280;360;400;380;140;360;440;420;220;340;320;340;280;300;460;320;300;160;320;480,260;340;340;360;240;340;400;340;380;320;300;300;260;360;320;300;360;320;380;280;280;280;320;300;320,260,1,56278,3,higher,florida
15/02/2020 18:03,15/02/2020 18:08,263,1,R_1guuNtJItQ6236D,,,,,,,,,2,2,2,2,2,,300,180,ALR77Z1FXX3BC,240;260;380;320;320;260;280;360;280;340;380;360;400;300;320;320;320;360;280;300;340;340;340;300;300,400;280;200;420;380;460;320;240;180;360;160;440;300;280;140;340;340;320;300;500;260;480;320;360;220,320,0,59003,6,higher,colorado
15/02/2020 18:03,15/02/2020 18:08,315,1,R_2yrBvKMVz6xu703,1,,,,,,320,340,,,,,,,,,AFQTQH7MQ2T08,380;340;240;360;300;300;280;360;340;360;320;380;400;300;260;280;320;260;320;340;300;320;320;340;280,260;360;360;280;300;320;340;320;360;300;320;240;320;380;280;280;320;260;300;340;340;400;340;300;380,340,1,58474,1,same,florida
15/02/2020 18:03,15/02/2020 18:08,343,1,R_3etzUf8osiuFuJG,,,,,,,,,2,2,1,,,,300,240,AQFYUSP45JPN0,320;260;340;320;280;340;360;320;320;240;360;300;360;280;380;380;300;300;280;340;320;340;400;300;260,280;360;300;260;280;280;380;320;300;300;340;320;320;360;360;380;320;240;340;340;260;320;300;400;340,260,1,237929,3,same,colorado
15/02/2020 18:03,15/02/2020 18:10,383,1,R_20MbAuUdykTcPAU,,,,,,,,,2,2,1,,,,300,260,A3KTLE6EQ8VIO0,300;380;360;340;340;380;280;360;340;300;400;320;260;300;240;320;260;280;320;340;300;320;280;320;360,380;320;340;340;300;360;280;280;320;340;300;300;300;260;360;320;320;240;340;360;260;320;400;380;280,260,1,102979,3,same,colorado
15/02/2020 18:02,15/02/2020 18:10,460,1,R_1OEa7Fp3a0xZWsO,,,,,,,,,1,,,,,,450,200,A239YIPVVJH0ZR,340;300;260;320;360;300;360;300;320;340;280;360;300;340;320;320;240;260;380;320;280;380;340;280;400,180;360;320;440;480;460;420;320;280;380;300;340;340;360;260;320;500;240;200;140;300;220;280;160;400,340,1,333933,1,higher,colorado
15/02/2020 18:09,15/02/2020 18:11,168,1,R_2cpGASNmaTlCHAM,,,,,,,,,2,2,1,,,,280,180,A2NHP55T9ZX86Q,300;240;320;380;320;360;300;340;260;380;300;320;280;340;340;360;280;320;400;300;320;260;360;280;340,380;320;160;280;440;280;140;400;340;320;240;300;220;200;320;360;460;500;420;260;180;480;300;360;340,260,1,68017,3,higher,colorado
15/02/2020 17:53,15/02/2020 18:17,1414,1,R_2rj8qcwfuQqEmhL,2,2,1,,,,320,300,,,,,,,,,AS8TC3P5VPS3B,140;320;360;340;220;320;160;200;460;300;380;420;400;280;300;480;240;360;500;440;340;320;280;260;180,300;260;300;240;300;280;340;320;260;320;360;380;340;320;320;340;340;360;360;280;400;280;380;300;320,260,1,452965,3,higher,florida
15/02/2020 18:05,15/02/2020 18:21,977,1,R_5cdcz5j2sAtLTIl,,,,,,,,,2,2,1,,,,320,260,A2ARBS1CHRQFNL,320;340;300;300;260;280;300;280;240;260;360;320;340;400;280;320;320;340;380;300;320;360;360;340;380,300;280;380;320;320;380;340;280;240;340;320;340;260;280;320;400;300;360;340;300;300;360;320;260;360,260,1,83648,3,same,colorado
15/02/2020 18:26,15/02/2020 18:29,175,1,R_PSO9Fafv30emueB,2,2,1,,,,300,240,,,,,,,,,A28RL79ONUXTET,300;280;300;320;320;240;480;400;220;440;360;260;380;160;340;280;140;320;420;200;360;340;500;460;180,360;300;280;280;340;340;380;300;360;320;260;340;320;300;340;240;380;320;260;400;320;320;360;300;280,260,1,59644,3,higher,florida
15/02/2020 18:26,15/02/2020 18:29,189,1,R_3D1qgHHKVSjC1PY,2,2,2,2,2,,280,200,,,,,,,,,A2TDR1KS0MHUMM,320;380;180;220;340;260;440;200;300;420;140;240;360;280;340;320;480;300;400;360;280;500;460;320;160,320;280;340;360;320;240;280;260;340;340;340;300;320;360;360;380;320;260;300;380;320;400;300;280;300,320,0,74536,6,higher,florida
15/02/2020 18:27,15/02/2020 18:29,162,1,R_2103aFKqZ2becOY,,,,,,,,,1,,,,,,360,230,A16EHL6L730JV8,320;280;240;400;380;340;300;380;360;340;300;280;360;320;340;320;340;320;300;320;280;260;300;360;260,280;380;340;360;260;320;280;320;260;400;320;300;360;300;380;300;300;320;340;340;320;280;340;360;240,340,1,72592,1,same,colorado
15/02/2020 18:25,15/02/2020 18:30,259,1,R_1oiCCSeBwrZ2beC,2,2,1,,,,300,240,,,,,,,,,A1NXCZEQXM7IOG,360;260;320;260;240;280;300;340;300;320;380;320;320;300;280;360;400;340;280;340;380;300;340;360;320,340;280;320;320;340;320;340;260;360;320;300;360;280;380;260;380;320;280;340;240;300;400;300;300;360,260,1,89433,3,same,florida
15/02/2020 18:26,15/02/2020 18:31,299,1,R_6F5hDf335PSXrFL,,,,,,,,,2,2,1,,,,310,260,A3MC4FJOC2UVYJ,260;340;320;320;380;340;240;360;360;320;340;300;320;260;280;320;360;340;280;300;300;280;300;380;400,400;320;320;280;300;380;360;260;240;360;300;340;360;340;320;320;300;260;380;320;340;280;300;280;340,260,1,59417,3,same,colorado
15/02/2020 18:26,15/02/2020 18:31,281,1,R_XzBe32988ki07E5,2,2,1,,,,320,240,,,,,,,,,A2FFRCQLAUZRHE,380;360;340;260;300;320;400;280;320;380;300;260;300;280;320;320;320;280;360;340;340;300;240;340;360,320;340;380;360;280;320;340;280;280;360;340;260;380;300;240;360;300;340;260;320;400;320;320;300;300,260,1,92587,3,same,florida
15/02/2020 18:27,15/02/2020 18:31,267,1,R_25FOOeC1h8MosWi,1,,,,,,240,140,,,,,,,,,A1AOL88UH1M3AQ,460;300;200;480;160;420;440;320;240;360;300;340;220;280;280;380;400;360;340;180;500;260;320;140;320,360;280;300;380;240;260;340;360;340;320;280;360;260;300;300;300;280;320;380;340;400;320;320;320;340,340,1,141980,1,higher,florida
15/02/2020 18:30,15/02/2020 18:32,98,1,R_2aPJLLCJBnVMa9e,,,,,,,,,2,2,1,,,,300,250,A35ULE06JDNXIA,280;280;300;340;260;300;320;360;340;380;340;320;320;320;240;300;280;360;400;340;320;260;360;380;300,140;320;260;460;280;340;300;440;480;240;300;420;400;320;180;220;280;360;360;380;320;340;500;160;200,260,1,46351,3,higher,colorado
15/02/2020 18:29,15/02/2020 18:32,191,1,R_3p910Gdp9PALeGH,,,,,,,,,2,2,1,,,,350,180,A3SOE9BBFZUFG2,360;320;340;300;240;340;320;260;300;280;280;380;320;400;320;360;300;320;340;280;380;300;260;340;360,180;340;280;220;260;280;320;320;380;340;500;320;300;420;360;200;140;460;440;300;480;160;240;400;360,260,1,76685,3,higher,colorado
15/02/2020 18:26,15/02/2020 18:32,396,1,R_3g5UOhR8AZmekh1,,,,,,,,,1,,,,,,30,40,A47AVICR81A63,260;340;320;280;400;340;260;320;340;320;380;300;360;300;360;240;380;280;340;320;300;300;320;280;360,340;280;260;160;140;280;360;440;320;320;420;480;500;220;180;320;400;300;240;460;200;380;340;360;300,340,1,201331,1,higher,colorado
15/02/2020 18:28,15/02/2020 18:33,260,1,R_2qgE0pGrZJ9Q2yW,,,,,,,,,2,2,1,,,,310,240,A2B7M6DUEI4WGX,340;280;340;280;320;340;320;320;300;320;380;240;360;360;260;400;380;260;300;340;280;300;320;360;300,320;320;300;400;280;260;280;260;380;240;340;320;300;320;360;360;380;360;340;300;320;340;300;280;340,260,1,89664,3,same,colorado
15/02/2020 18:32,15/02/2020 18:33,79,1,R_1IlTgA3Fj6sgnXU,,,,,,,,,1,,,,,,350,500,A1CUTUN9MX3EHE,300;320;300;340;320;280;400;320;340;320;260;380;280;360;360;340;340;300;320;240;260;300;360;380;280,320;300;340;260;360;300;360;240;360;300;320;340;380;280;280;340;300;320;320;320;260;380;280;340;400,340,1,33594,1,same,colorado
15/02/2020 18:30,15/02/2020 18:34,255,1,R_3M9UWDbhravYJu2,2,2,1,,,,300,260,,,,,,,,,A2BS83RW9PGHIQ,440;280;220;360;320;300;500;300;280;360;320;240;480;420;320;160;460;260;400;340;180;380;340;200;140,260;380;340;300;380;320;320;340;320;360;260;240;320;340;280;360;360;300;280;400;340;300;300;320;280,260,1,94736,3,higher,florida
15/02/2020 18:31,15/02/2020 18:34,168,1,R_tDo2MpXe1DFm3Wp,2,2,2,2,2,,280,200,,,,,,,,,A2IL0LU8BRQEGE,280;160;240;460;140;220;420;300;340;320;320;200;360;500;180;280;260;360;440;340;380;480;300;320;400,340;400;360;320;320;340;380;240;300;300;320;260;300;280;380;300;280;260;340;360;320;360;340;280;320,320,0,54106,6,higher,florida
15/02/2020 18:27,15/02/2020 18:34,415,1,R_D7ukTPpnr0tmkYV,,,,,,,,,2,2,1,,,,320,240,ASPA9I0T0RKD1,260;340;320;320;400;300;300;340;240;360;320;300;320;360;280;360;260;380;380;280;300;320;280;340;340,260;320;380;320;300;360;380;340;300;280;360;300;260;320;280;340;340;240;320;360;300;400;320;340;280,260,1,109696,3,same,colorado
15/02/2020 18:31,15/02/2020 18:35,251,1,R_3lRJcBPLM90JEdi,1,,,,,,320,280,,,,,,,,,A17DRVW0KFKBVO,300;220;320;140;380;180;500;160;360;360;240;260;480;320;200;320;420;340;340;280;440;300;280;460;400,300;320;400;340;300;300;320;320;360;260;260;360;240;320;300;320;340;340;340;380;280;360;280;280;380,340,1,58210,1,higher,florida
15/02/2020 18:31,15/02/2020 18:35,257,1,R_2WHenVVycB3QwMa,,,,,,,,,2,2,1,,,,320,260,A3OYVZSC9CXE5L,280;280;320;320;300;320;360;320;380;340;380;400;260;260;340;300;320;300;340;360;240;340;360;300;280,360;320;320;300;380;260;340;300;400;340;280;280;380;300;360;280;340;320;320;260;300;320;240;360;340,260,1,71893,3,same,colorado
15/02/2020 18:29,15/02/2020 18:36,377,1,R_2YmKycpHfqLCY7j,,,,,,,,,2,2,1,,,,280,240,A235NRCVMOX2I8,360;300;300;320;260;300;360;380;380;320;360;340;280;280;320;320;340;260;400;240;320;340;340;300;280,340;260;380;260;320;360;340;340;280;320;280;240;300;320;360;340;380;320;280;360;300;400;300;300;320,260,1,124343,3,same,colorado
15/02/2020 18:31,15/02/2020 18:36,280,1,R_RfUpdA9K2LYDfJD,2,1,,,,,350,350,,,,,,,,,A2QU4SCDLP99XC,160;340;300;240;360;320;320;300;260;220;400;320;180;380;460;280;440;140;360;280;420;200;340;500;480,280;340;380;240;300;320;340;360;360;300;280;260;300;340;340;320;380;280;300;260;400;320;320;320;360,320,1,62767,2,higher,florida
15/02/2020 18:31,15/02/2020 18:36,288,1,R_3jVegkLSxOnGvHZ,,,,,,,,,1,,,,,,340,320,ACKOH9YZA7YK4,340;320;360;380;300;360;320;320;340;300;320;280;280;320;280;400;260;300;360;380;240;340;260;300;340,240;300;260;320;320;280;300;340;320;360;380;340;380;280;280;360;320;340;300;400;260;340;300;360;320,340,1,107769,1,same,colorado
15/02/2020 18:32,15/02/2020 18:37,314,1,R_2TnvGMUgb92nkr7,,,,,,,,,2,2,2,2,1,,320,260,A3NKNOE5HIXXL,240;380;320;280;260;320;300;320;340;280;300;280;300;360;380;400;340;320;300;320;340;360;340;260;360,280;360;260;400;300;320;280;340;240;340;300;320;280;260;340;320;340;300;320;380;380;300;360;320;360,300,1,69838,5,same,colorado
15/02/2020 18:32,15/02/2020 18:37,273,1,R_24ds3FWQNgxqnHT,,,,,,,,,2,2,1,,,,100,260,A1EE79L2KMUGO9,280;340;380;360;280;300;300;320;360;360;280;320;340;380;320;260;300;340;260;320;320;240;400;300;340,320;280;320;360;240;280;320;320;280;300;300;340;400;340;360;380;300;320;340;360;300;260;260;380;340,260,1,82634,3,same,colorado
15/02/2020 18:31,15/02/2020 18:37,401,1,R_4G9nAPFGgb15ua5,2,2,1,,,,320,240,,,,,,,,,A1XWOQQM3EOZCR,360;340;300;280;300;380;280;320;400;320;320;340;320;340;380;300;260;260;300;360;340;360;280;320;240,280;300;280;340;300;240;340;380;400;320;300;280;340;300;340;320;360;320;360;260;320;360;380;320;260,260,1,127985,3,same,florida
15/02/2020 18:33,15/02/2020 18:37,281,1,R_1k0OY9ZGBZs4TZM,,,,,,,,,2,2,2,2,2,,300,260,A1GDOI8WIX6VYY,320;300;340;280;240;300;360;280;260;320;340;300;280;400;300;360;320;340;380;320;320;260;340;360;380,400;260;280;220;380;200;320;320;340;320;280;140;360;480;240;460;360;300;420;300;180;160;440;340;500,320,0,70026,6,higher,colorado
15/02/2020 18:27,15/02/2020 18:38,639,1,R_1gHFnOHCXyaJilc,2,2,1,,,,300,240,,,,,,,,,A7KAEJM2G4X1D,360;280;360;400;320;340;340;380;260;240;300;260;300;380;320;280;320;320;340;300;280;360;300;340;320,280;380;380;340;280;320;320;300;340;300;260;340;280;240;260;300;340;320;400;360;360;360;320;320;300,260,1,130578,3,same,florida
15/02/2020 18:29,15/02/2020 18:38,497,1,R_3nSP88KhhrGADjt,2,2,1,,,,300,240,,,,,,,,,AR17E7L7JAOBI,400;300;320;340;380;340;360;300;280;340;360;320;300;320;260;380;280;300;280;260;360;340;320;240;320,300;320;320;340;300;320;360;340;400;300;260;280;340;380;340;320;320;280;360;380;280;360;240;300;260,260,1,292274,3,same,florida
15/02/2020 18:30,15/02/2020 18:38,453,1,R_3hA5vzDzFmRdLs1,,,,,,,,,1,,,,,,60,273,A2MNI5EYJOZQXS,400;280;320;320;300;360;300;240;380;320;340;280;300;360;320;340;360;340;280;340;320;380;260;260;300,280;300;320;460;240;340;400;380;480;360;160;280;140;300;220;180;320;320;360;340;500;420;440;260;200,340,1,63689,1,higher,colorado
15/02/2020 18:34,15/02/2020 18:38,224,1,R_2CTAC0GTHc8iXi9,,,,,,,,,1,,,,,,300,300,A1DZDAR6J7N3HH,360;340;360;320;360;260;340;300;240;320;280;300;300;280;380;400;260;320;380;320;340;320;340;280;300,360;380;340;400;360;320;240;280;300;360;340;300;320;260;380;260;320;280;280;300;340;340;320;300;320,340,1,47124,1,same,colorado
15/02/2020 18:33,15/02/2020 18:38,313,1,R_3fCdPtDSwOCzMfb,,,,,,,,,1,,,,,,200,75,A38Z1QULFAQ6W6,280;340;360;320;320;300;380;320;360;260;320;320;280;340;340;380;240;300;360;340;300;260;400;280;300,360;240;400;260;320;280;360;260;300;280;340;320;300;320;320;340;360;300;280;340;380;380;300;340;320,340,1,88900,1,same,colorado
15/02/2020 18:35,15/02/2020 18:38,198,1,R_2Vs69tIBr83o69R,1,,,,,,250,300,,,,,,,,,A2CK4G9F5JE0DI,160;340;240;400;440;280;300;280;480;460;320;140;340;320;380;420;500;220;300;320;360;360;200;260;180,320;340;340;240;260;320;300;260;280;380;300;360;280;340;340;300;300;280;360;400;360;320;380;320;320,340,1,80453,1,higher,florida
