StartDate,EndDate,Duration (in seconds),Finished,Age,Gender,Death,HeadCount,TInstruc_First Click,TInstruc_Last Click,TInstruc_Page Submit,TInstruc_Click Count,TAuction1_First Click,TAuction1_Last Click,TAuction1_Page Submit,TAuction1_Click Count,TAuction2_First Click,TAuction2_Last Click,TAuction2_Page Submit,TAuction2_Click Count,TAuction3_First Click,TAuction3_Last Click,TAuction3_Page Submit,TAuction3_Click Count,1_Bid,1_T,2_Bid,2_T,3_Bid,3_T,4_Bid,4_T,5_Bid,5_T,6_Bid,6_T,7_Bid,7_T,8_Bid,8_T,9_Bid,9_T,10_Bid,10_T,MaxBid,GetCard,GetCash,workerId,prices,prices_amazon,prices_wholefoods,EndLoop,dispersion
27/03/2020 15:39,27/03/2020 15:39,14,1,25,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1AT47U7BICOLR,,,,0,lower
27/03/2020 15:39,27/03/2020 15:39,24,1,29,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2NDRGZ8OBLKSF,,,,0,higher
27/03/2020 15:37,27/03/2020 15:40,151,1,30,4,1,1,0,0,3.384,0,0,0,0.985,0,0,0,0.708,0,0,0,1.581,0,50,1,,,,,,,,,,,,,,,,,,,50,1,33,A1N956KBC4G13I,"31,31,33,36,32,33,30,31,30,32,32,34,33,34,32,35,35,34,30,29,27,37,29,32,28,46,25,24,30,29,28,33,22,38,18,37,31,40,34,35,14,27,32,42,39,21,50,43,26,36",28;32;29;37;27;29;30;34;35;35;32;34;33;34;32;32;30;31;30;33;32;36;33;31;31,36;26;43;50;21;39;42;32;27;14;35;34;40;31;37;18;38;22;33;28;29;30;24;25;46,1,higher
27/03/2020 15:39,27/03/2020 15:40,36,1,61,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A32HSV4E6VGE36,,,,0,higher
27/03/2020 15:40,27/03/2020 15:40,21,1,29,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2NDRGZ8OBLKSF,,,,0,lower
27/03/2020 15:40,27/03/2020 15:40,13,1,29,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2NDRGZ8OBLKSF,,,,0,lower
27/03/2020 15:37,27/03/2020 15:40,201,1,27,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1OKICYG132K6G,,,,0,higher
27/03/2020 15:40,27/03/2020 15:40,20,1,30,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3AABE5BYIJZ8X,,,,0,lower
27/03/2020 15:37,27/03/2020 15:40,181,1,46,4,1,1,0,0,11.687,0,0,0,2.6,0,0,0,2.026,0,0,0,1.883,0,34,1,,,,,,,,,,,,,,,,,,,45,1,32,A3UYF2OT5REMG0,"32,31,35,32,30,31,32,32,34,28,30,27,33,35,29,34,36,29,31,33,30,33,32,37,34,31,33,32,32,33,32,33,33,30,34,31,31,32,31,34,33,32,30,31,32,32,32,33,32,31",34;37;32;33;30;33;31;29;36;34;29;35;33;27;30;28;34;32;32;31;30;32;35;31;32,31;32;33;32;32;32;31;30;32;33;34;31;32;31;31;34;30;33;33;32;33;32;32;33;31,1,lower
27/03/2020 15:40,27/03/2020 15:40,17,1,61,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A32HSV4E6VGE36,,,,0,higher
27/03/2020 15:40,27/03/2020 15:41,22,1,31,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1NKBLZ8HK0W7,,,,0,higher
27/03/2020 15:40,27/03/2020 15:41,14,1,29,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2NDRGZ8OBLKSF,,,,0,lower
27/03/2020 15:40,27/03/2020 15:41,19,1,35,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2RMQ5CCDH4DD1,,,,0,lower
27/03/2020 15:41,27/03/2020 15:41,17,1,61,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A32HSV4E6VGE36,,,,0,lower
27/03/2020 15:41,27/03/2020 15:41,42,1,32,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A28AYIPE4Z2HZM,,,,0,higher
27/03/2020 15:41,27/03/2020 15:41,14,1,35,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2INHJL38A14UB,,,,0,lower
27/03/2020 15:37,27/03/2020 15:41,260,1,42,4,1,1,0,0,67.143,0,0,0,13.28,0,0,0,7.848,0,0,0,28.958,0,38,1,,,,,,,,,,,,,,,,,,,37,1,10,A3HIRTT1LMU7BV,"31,32,29,33,28,32,33,35,32,35,34,34,37,32,27,32,31,36,29,31,30,30,33,34,30,33,31,34,33,31,31,32,31,32,32,33,31,32,32,33,32,30,32,33,32,32,34,31,33,30",30;34;33;30;30;31;29;36;31;32;27;32;37;34;34;35;32;35;33;32;28;33;29;32;31,30;33;31;34;32;32;33;32;30;32;33;32;32;31;33;32;32;31;32;31;31;33;34;31;33,1,lower
27/03/2020 15:39,27/03/2020 15:41,169,1,31,4,1,1,0,0,4.436,0,0,0,1.563,0,0,0,1.698,0,1.434,1.434,1.996,1,60,1,,,,,,,,,,,,,,,,,,,52,1,32,A1YHLWA8L1CPD6,"33,30,34,35,32,31,32,27,28,36,34,34,32,32,30,33,29,30,29,31,35,31,33,37,32,32,30,28,39,27,18,37,33,35,24,22,42,31,40,50,34,14,26,25,43,29,46,21,36,38",32;37;33;31;35;31;29;30;29;33;30;32;32;34;34;36;28;27;32;31;32;35;34;30;33,38;36;21;46;29;43;25;26;14;34;50;40;31;42;22;24;35;33;37;18;27;39;28;30;32,1,higher
27/03/2020 15:41,27/03/2020 15:42,22,1,61,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A32HSV4E6VGE36,,,,0,higher
27/03/2020 15:38,27/03/2020 15:42,234,1,42,5,1,1,1.422,1.422,47.427,1,5.807,5.807,12.669,1,0,0,12.078,0,3.463,3.463,15.877,1,40,1,,,,,,,,,,,,,,,,,,,37,1,10,A8C9KFPPZAL2J,"27,28,29,32,32,32,34,30,33,35,34,33,33,34,30,32,29,37,31,31,32,30,35,36,31,32,31,33,32,33,33,31,33,33,33,31,32,34,32,30,31,32,32,32,30,34,32,32,31,31",31;36;35;30;32;31;31;37;29;32;30;34;33;33;34;35;33;30;34;32;32;32;29;28;27,31;31;32;32;34;30;32;32;32;31;30;32;34;32;31;33;33;33;31;33;33;32;33;31;32,1,lower
27/03/2020 15:37,27/03/2020 15:42,284,1,49,4,1,1,0,0,47.406,0,0,0,15.299,0,0,0,8.533,0,0,0,51.323,0,50,1,,,,,,,,,,,,,,,,,,,45,1,10,A2DTW4N45PR8M,"32,31,30,29,33,32,32,31,33,32,34,33,27,36,28,32,34,35,30,30,31,29,37,34,35,30,43,46,22,50,33,26,24,37,21,29,32,42,18,36,35,39,14,31,27,38,34,40,25,28",35;34;37;29;31;30;30;35;34;32;28;36;27;33;34;32;33;31;32;32;33;29;30;31;32,28;25;40;34;38;27;31;14;39;35;36;18;42;32;29;21;37;24;26;33;50;22;46;43;30,1,higher
27/03/2020 15:42,27/03/2020 15:42,18,1,61,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A32HSV4E6VGE36,,,,0,higher
27/03/2020 15:38,27/03/2020 15:42,233,1,22,4,1,1,0,0,65.146,0,0,0,6.047,0,0,0,5.33,0,0,0,17.755,0,45,1,,,,,,,,,,,,,,,,,,,37,1,10,AMB00QP3GG1J9,"33,31,30,33,32,32,34,34,30,31,28,29,31,33,32,34,27,36,37,32,32,29,35,35,30,29,22,26,32,43,36,34,37,33,38,25,42,31,24,27,46,21,40,14,50,18,39,35,28,30",30;35;35;29;32;32;37;36;27;34;32;33;31;29;28;31;30;34;34;32;32;33;30;31;33,30;28;35;39;18;50;14;40;21;46;27;24;31;42;25;38;33;37;34;36;43;32;26;22;29,1,higher
27/03/2020 15:42,27/03/2020 15:42,11,1,61,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A32HSV4E6VGE36,,,,0,higher
27/03/2020 15:39,27/03/2020 15:42,180,1,25,4,1,1,0,0,14.606,0,0,0,11.431,0,0,0,10.559,0,0,0,6.495,0,10,1,,,,,,,,,,,,,,,,,,,10,1,10,A1AT47U7BICOLR,"34,28,31,29,33,31,31,35,35,30,36,30,29,32,33,34,30,34,37,27,33,32,32,32,32,34,30,32,33,31,32,33,31,30,32,33,31,32,31,33,33,32,31,32,32,31,32,32,34,33",32;32;32;32;33;27;37;34;30;34;33;32;29;30;36;30;35;35;31;31;33;29;31;28;34,33;34;32;32;31;32;32;31;32;33;33;31;32;31;33;32;30;31;33;32;31;33;32;30;34,1,lower
27/03/2020 15:37,27/03/2020 15:42,307,1,30,4,1,1,10.425,10.425,11.38,1,0,0,1.721,0,0,0,1.126,0,1.727,1.727,2.409,1,40,1,,,,,,,,,,,,,,,,,,,37,1,50,A15RTRQ5YO6AUS,"31,27,33,30,32,32,33,31,33,30,37,36,34,29,35,29,31,35,34,32,28,30,32,34,32,31,30,46,38,39,35,21,32,34,36,26,42,22,25,37,18,14,50,43,33,29,24,27,40,28",32;34;32;30;28;32;34;35;31;29;35;29;34;36;37;30;33;31;33;32;32;30;33;27;31,28;40;27;24;29;33;43;50;14;18;37;25;22;42;26;36;34;32;21;35;39;38;46;30;31,1,higher
27/03/2020 15:38,27/03/2020 15:43,290,1,30,4,1,1,12.069,12.069,28.384,1,0,0,7.749,0,0,0,30.728,0,0,0,2.938,0,25,1,,,,,,,,,,,,,,,,,,,25,1,100,A13O9747NFDLX,"30,30,29,32,32,34,30,33,29,31,31,35,31,35,33,32,28,34,32,33,27,34,36,37,32,29,38,28,42,26,22,43,40,39,18,14,24,31,35,32,25,46,21,34,33,50,36,30,37,27",32;37;36;34;27;33;32;34;28;32;33;35;31;35;31;31;29;33;30;34;32;32;29;30;30,27;37;30;36;50;33;34;21;46;25;32;35;31;24;14;18;39;40;43;22;26;42;28;38;29,1,higher
27/03/2020 15:41,27/03/2020 15:43,77,1,35,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A14JKIJJ9Q8PYC,,,,0,lower
27/03/2020 15:39,27/03/2020 15:43,266,1,32,5,1,1,0,0,56.2,0,0,0,28.066,0,0,0,10.422,0,0,0,18.046,0,38,1,,,,,,,,,,,,,,,,,,,37,1,10,A3IT7C62W5QCYD,"34,35,36,32,31,27,29,31,32,30,32,31,32,35,34,34,33,33,29,28,32,37,30,30,33,31,30,32,33,31,31,32,34,32,32,31,31,33,33,33,30,33,32,32,32,31,33,32,34,32",33;30;30;37;32;28;29;33;33;34;34;35;32;31;32;30;32;31;29;27;31;32;36;35;34,32;34;32;33;31;32;32;32;33;30;33;33;33;31;31;32;32;34;32;31;31;33;32;30;31,1,lower
27/03/2020 15:41,27/03/2020 15:43,162,1,27,4,1,1,0,0,6.971,0,0,0,5.036,0,0,0,2.894,0,0,0,4.519,0,38,1,,,,,,,,,,,,,,,,,,,24,1,24,A1OKICYG132K6G,"33,33,36,35,27,34,32,34,29,28,37,31,31,32,32,32,29,34,30,35,30,31,33,30,32,40,29,37,24,32,43,38,28,27,25,34,18,50,26,30,31,39,33,35,14,36,46,42,21,22",32;30;33;31;30;35;30;34;29;32;32;32;31;31;37;28;29;34;32;34;27;35;36;33;33,22;21;42;46;36;14;35;33;39;31;30;26;50;18;34;25;27;28;38;43;32;24;37;29;40,1,higher
27/03/2020 15:43,27/03/2020 15:43,36,1,32,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXK9KFTESXJ31,,,,0,higher
27/03/2020 15:38,27/03/2020 15:44,359,1,49,5,1,1,0,0,53.946,0,0,0,19.589,0,0,0,21.072,0,0,0,38.468,0,60,1,,,,,,,,,,,,,,,,,,,48,1,10,ATXHPDC552P4V,"35,36,27,35,31,30,37,31,32,29,30,28,32,31,32,29,32,34,33,30,34,33,33,32,34,50,46,39,40,24,27,33,43,38,26,28,14,22,35,25,31,32,30,34,18,29,37,36,42,21",34;32;33;33;34;30;33;34;32;29;32;31;32;28;30;29;32;31;37;30;31;35;27;36;35,21;42;36;37;29;18;34;30;32;31;25;35;22;14;28;26;38;43;33;27;24;40;39;46;50,1,higher
27/03/2020 15:43,27/03/2020 15:44,62,1,35,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A14JKIJJ9Q8PYC,,,,0,higher
27/03/2020 15:40,27/03/2020 15:44,219,1,30,4,1,1,0,0,28.3,0,0,0,13.962,0,0,0,5.577,0,0,0,27.859,0,39,1,,,,,,,,,,,,,,,,,,,34,1,18,A3HQMQX8ACRIXZ,"27,35,32,35,37,34,30,30,34,31,32,33,31,29,32,29,36,28,34,33,32,30,32,31,33,32,30,31,32,31,34,33,33,33,32,32,32,31,33,31,30,33,32,34,32,33,32,31,32,31",33;31;32;30;32;33;34;28;36;29;32;29;31;33;32;31;34;30;30;34;37;35;32;35;27,31;32;31;32;33;32;34;32;33;30;31;33;31;32;32;32;33;33;33;34;31;32;31;30;32,1,lower
27/03/2020 15:41,27/03/2020 15:44,196,1,35,4,1,1,0,0,6.083,0,9.667,9.667,11.182,1,0,0,1.517,0,0,0,1.736,0,20,1,,,,,,,,,,,,,,,,,,,60,1,60,A2RMQ5CCDH4DD1,"29,33,31,30,32,35,32,31,31,33,29,34,30,30,28,32,27,36,33,34,35,32,34,37,32,32,31,33,31,32,32,31,33,34,33,31,32,33,30,32,34,32,32,31,32,30,33,32,33,31",32;37;34;32;35;34;33;36;27;32;28;30;30;34;29;33;31;31;32;35;32;30;31;33;29,31;33;32;33;30;32;31;32;32;34;32;30;33;32;31;33;34;33;31;32;32;31;33;31;32,1,lower
27/03/2020 15:44,27/03/2020 15:44,34,1,32,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXK9KFTESXJ31,,,,0,lower
27/03/2020 15:41,27/03/2020 15:45,221,1,32,4,1,1,2.707,41.497,44.137,20,0,0,4.547,0,3.641,3.641,8.749,1,2.527,2.527,4.312,1,25,1,,,,,,,,,,,,,,,,,,,37,1,20,A1YOS2GLHYYN3Z,"33,32,32,30,29,34,34,35,31,37,34,33,29,32,28,30,32,27,31,31,36,35,30,33,32,33,32,31,31,32,32,34,33,30,32,32,31,31,33,34,32,32,31,32,32,33,30,33,33,31",32;33;30;35;36;31;31;27;32;30;28;32;29;33;34;37;31;35;34;34;29;30;32;32;33,31;33;33;30;33;32;32;31;32;32;34;33;31;31;32;32;30;33;34;32;32;31;31;32;33,1,lower
27/03/2020 15:41,27/03/2020 15:45,200,1,32,4,1,1,0,0,15.888,0,0,0,8.414,0,0,0,16.845,0,0,0,3.641,0,60,1,,,,,,,,,,,,,,,,,,,60,1,32,A28AYIPE4Z2HZM,"31,28,34,32,30,33,30,31,32,32,37,35,34,36,29,33,30,33,31,29,27,34,35,32,32,33,32,31,31,33,32,32,32,30,31,34,33,32,32,30,32,34,31,32,33,31,32,33,33,31",32;32;35;34;27;29;31;33;30;33;29;36;34;35;37;32;32;31;30;33;30;32;34;28;31,31;33;33;32;31;33;32;31;34;32;30;32;32;33;34;31;30;32;32;32;33;31;31;32;33,1,lower
27/03/2020 15:45,27/03/2020 15:45,17,1,63,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A32YSZCL3GMH35,,,,0,higher
27/03/2020 15:45,27/03/2020 15:45,14,1,32,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXK9KFTESXJ31,,,,0,higher
27/03/2020 15:42,27/03/2020 15:45,168,1,32,4,1,1,0,0,7.855,0,0,0,3.769,0,0,0,3.556,0,0,0,3.324,0,60,1,,,,,,,,,,,,,,,,,,,60,1,60,A206A9XBXID1SX,"33,35,33,37,31,31,29,30,27,33,30,28,32,32,32,36,34,30,31,34,35,34,32,32,29,42,34,38,29,18,28,26,37,24,36,30,27,33,35,14,46,31,40,43,50,22,21,25,39,32",29;32;32;34;35;34;31;30;34;36;32;32;32;28;30;33;27;30;29;31;31;37;33;35;33,32;39;25;21;22;50;43;40;31;46;14;35;33;27;30;36;24;37;26;28;18;29;38;34;42,1,higher
27/03/2020 15:39,27/03/2020 15:45,344,1,26,4,1,1,4.519,4.519,11.679,1,0,0,15.892,0,0,0,17.989,0,23.654,23.654,28.996,1,60,1,,,,,,,,,,,,,,,,,,,37,0,60,A31H7O281ZXBVF,"32,30,31,30,32,27,30,35,29,34,35,31,28,33,33,32,31,29,33,36,34,34,32,32,37,32,34,31,32,33,32,34,31,32,33,30,31,33,32,32,32,31,33,31,33,32,31,30,33,32",37;32;32;34;34;36;33;29;31;32;33;33;28;31;35;34;29;35;30;27;32;30;31;30;32,32;33;30;31;32;33;31;33;31;32;32;32;33;31;30;33;32;31;34;32;33;32;31;34;32,1,lower
27/03/2020 15:45,27/03/2020 15:45,13,1,32,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXK9KFTESXJ31,,,,0,lower
27/03/2020 15:44,27/03/2020 15:45,94,1,32,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANO32UECJUB7E,,,,0,higher
27/03/2020 15:41,27/03/2020 15:46,303,1,30,4,1,1,0,0,55.812,0,0,0,13.089,0,0,0,1.348,0,0,0,2.642,0,60,1,,,,,,,,,,,,,,,,,,,60,1,45,A3AABE5BYIJZ8X,"36,32,28,29,27,30,31,33,34,31,37,31,34,30,32,33,35,29,33,32,30,35,32,32,34,33,32,32,32,31,33,33,32,31,32,32,34,32,33,31,33,32,31,30,30,33,31,34,31,32",34;32;32;35;30;32;33;29;35;33;32;30;34;31;37;31;34;33;31;30;27;29;28;32;36,32;31;34;31;33;30;30;31;32;33;31;33;32;34;32;32;31;32;33;33;31;32;32;32;33,1,lower
27/03/2020 15:45,27/03/2020 15:46,66,1,63,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A32YSZCL3GMH35,,,,0,higher
27/03/2020 15:43,27/03/2020 15:46,174,1,54,5,1,1,0,0,21.524,0,0,0,9.877,0,0,0,11.091,0,0,0,11.79,0,39,1,,,,,,,,,,,,,,,,,,,37,1,50,AMIZBGPELWQFG,"37,35,34,32,33,32,36,35,34,34,30,27,32,31,33,32,28,30,29,31,29,31,30,33,32,38,42,18,39,46,25,22,35,27,28,34,31,30,33,43,14,24,29,32,37,36,40,50,26,21",32;33;30;31;29;31;29;30;28;32;33;31;32;27;30;34;34;35;36;32;33;32;34;35;37,21;26;50;40;36;37;32;29;24;14;43;33;30;31;34;28;27;35;22;25;46;39;18;42;38,1,higher
27/03/2020 15:42,27/03/2020 15:47,266,1,38,4,1,1,0,0,49.981,0,0,0,11.117,0,0,0,10.376,0,0,0,44.212,0,60,1,,,,,,,,,,,,,,,,,,,37,1,10,A28EIWQKI8OGY8,"33,33,32,34,37,27,32,31,33,31,30,35,34,34,32,36,31,32,30,32,28,35,29,30,29,18,46,29,40,28,24,34,25,32,42,21,33,31,50,37,14,38,43,39,30,36,27,22,35,26",29;30;29;35;28;32;30;32;31;36;32;34;34;35;30;31;33;31;32;27;37;34;32;33;33,26;35;22;27;36;30;39;43;38;14;37;50;31;33;21;42;32;25;34;24;28;40;29;46;18,1,higher
27/03/2020 15:41,27/03/2020 15:47,397,1,32,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1CI9P0X55DOBK,,,,0,higher
27/03/2020 15:42,27/03/2020 15:48,303,1,43,4,1,1,0,0,9.313,0,0,0,1.148,0,0,0,0.667,0,0,0,1.624,0,50,1,,,,,,,,,,,,,,,,,,,60,1,55,A2ALT6DMDZBZER,"30,34,29,30,31,32,36,31,33,30,37,33,32,31,32,32,27,34,28,32,29,34,35,33,35,42,46,33,36,39,26,30,50,43,32,27,34,21,31,25,14,18,29,38,40,24,28,35,22,37",35;33;35;34;29;32;28;34;27;32;32;31;32;33;37;30;33;31;36;32;31;30;29;34;30,37;22;35;28;24;40;38;29;18;14;25;31;21;34;27;32;43;50;30;26;39;36;33;46;42,1,higher
27/03/2020 15:40,27/03/2020 15:48,467,1,32,4,1,1,39.095,44.046,97.82,3,0,0,2.422,0,0,0,2.376,0,2.256,2.256,3.698,1,25,1,,,,,,,,,,,,,,,,,,,35,1,25,A3HFSMFL67XNVO,"32,32,32,30,32,28,31,29,34,35,30,34,36,32,31,33,34,37,31,27,33,29,33,30,35,32,30,33,32,31,32,31,32,34,31,31,31,33,33,32,32,33,33,30,31,32,33,32,32,34",35;30;33;29;33;27;31;37;34;33;31;32;36;34;30;35;34;29;31;28;32;30;32;32;32,34;32;32;33;32;31;30;33;33;32;32;33;33;31;31;31;34;32;31;32;31;32;33;30;32,1,lower
27/03/2020 15:40,27/03/2020 15:48,525,1,51,5,1,1,100.6,100.6,142.365,1,0,0,25.336,0,0,0,22.798,0,0,0,24.376,0,60,1,,,,,,,,,,,,,,,,,,,32,1,10,A1RFJ547N8OUCO,"30,33,32,36,28,27,33,29,33,30,34,35,31,32,35,31,32,30,34,32,32,34,31,37,29,14,18,25,35,36,38,33,39,42,26,29,40,28,31,43,34,22,30,50,27,46,37,32,21,24",29;37;31;34;32;32;34;30;32;31;35;32;31;35;34;30;33;29;33;27;28;36;32;33;30,24;21;32;37;46;27;50;30;22;34;43;31;28;40;29;26;42;39;33;38;36;35;25;18;14,1,higher
27/03/2020 15:44,27/03/2020 15:48,272,1,44,5,1,1,8.769,55.971,57.66,12,0,0,13.767,0,0,0,12.144,0,2.806,16.987,20.357,8,40,1,,,,,,,,,,,,,,,,,,,37,1,10,A3LKLJZ2K1DBKK,"35,28,34,32,31,33,32,32,34,32,27,30,32,34,30,31,29,33,30,37,33,31,35,29,36,31,30,32,32,31,31,32,32,34,33,33,32,31,33,31,32,34,32,30,32,32,33,33,31,33",36;29;35;31;33;37;30;33;29;31;30;34;32;30;27;32;34;32;32;33;31;32;34;28;35,33;31;33;33;32;32;30;32;34;32;31;33;31;32;33;33;34;32;32;31;31;32;32;30;31,1,lower
27/03/2020 15:44,27/03/2020 15:49,279,1,35,4,1,1,0,0,5.101,0,0,0,5.681,0,0,0,2.53,0,0,0,3.6,0,32,1,,,,,,,,,,,,,,,,,,,1,1,2,A14JKIJJ9Q8PYC,"31,30,33,37,31,36,33,32,30,35,32,29,32,29,27,28,34,33,32,34,31,35,32,34,30,34,31,32,30,30,32,31,33,31,32,32,32,32,32,33,33,31,32,33,33,31,32,33,34,31",30;34;32;35;31;34;32;33;34;28;27;29;32;29;32;35;30;32;33;36;31;37;33;30;31,31;34;33;32;31;33;33;32;31;33;33;32;32;32;32;32;31;33;31;32;30;30;32;31;34,1,lower
27/03/2020 15:40,27/03/2020 15:49,548,1,25,4,1,1,0,0,236.47,0,0,0,17.381,0,0,0,16.054,0,0,0,52.964,0,55,1,,,,,,,,,,,,,,,,,,,34,1,55,A2UG4P0MCJK1G1,"34,32,34,31,32,31,27,35,30,31,32,34,30,33,29,36,28,32,29,37,33,30,33,32,35,34,30,32,31,33,32,32,34,33,32,32,31,32,33,33,31,32,32,31,31,30,32,31,33,33",35;32;33;30;33;37;29;32;28;36;29;33;30;34;32;31;30;35;27;31;32;31;34;32;34,33;33;31;32;30;31;31;32;32;31;33;33;32;31;32;32;33;34;32;32;33;31;32;30;34,1,lower
